iter	MultiClass
473	0.01462755385
474	0.01457330112
475	0.01454562682
476	0.01450303516
477	0.01448024387
478	0.01445751466
479	0.01442516097
480	0.01441640314
481	0.01441021703
482	0.01437411485
483	0.0143595942
484	0.01435572338
485	0.01432343067
486	0.01431250036
487	0.01429719528
488	0.01425870185
489	0.01423988161
490	0.01422980661
491	0.01419169763
492	0.01415319736
493	0.01414053562
494	0.01409217394
495	0.01408839457
496	0.01406286146
497	0.01404699782
498	0.01401988203
499	0.01400367842
500	0.01395249798
501	0.01390606884
502	0.01387856104
503	0.01383796253
504	0.0138327344
505	0.01381596344
506	0.01381245013
507	0.01377393114
508	0.0137624127
509	0.01375629152
510	0.01371425811
511	0.01367338687
512	0.01365066186
513	0.01361495154
514	0.01358893596
515	0.01355553319
516	0.01353188747
517	0.01350988469
518	0.01349773255
519	0.0134877676
520	0.01345701523
521	0.01344894976
522	0.01344016682
523	0.01340188149
524	0.01334567076
525	0.01333063034
526	0.01331923777
527	0.01331636225
528	0.01331344967
529	0.013291368
530	0.01328396721
531	0.01326113573
532	0.01324889255
533	0.0132301366
534	0.01321518832
535	0.01321127908
536	0.01318784497
537	0.01315466183
538	0.01314960875
539	0.01309540751
540	0.01309205932
541	0.01307311076
542	0.01305634049
543	0.01302206765
544	0.01301141369
545	0.01298044881
546	0.01296885924
547	0.01294644322
548	0.01293392184
549	0.01292341221
550	0.01289946399
551	0.01287998158
552	0.01286411408
553	0.01285305005
554	0.01284178104
555	0.0128297572
556	0.01280039522
557	0.01277328825
558	0.01276697454
559	0.01273755393
560	0.01273382159
561	0.01272308875
562	0.01270222139
563	0.01269796744
564	0.01266914891
565	0.01265702399
566	0.01263113664
567	0.01260350231
568	0.01258439599
569	0.01256234991
570	0.01253230635
571	0.01253042677
572	0.0125047616
573	0.01248956001
574	0.01245450099
575	0.0124298746
576	0.0124249054
577	0.01240926961
578	0.01239531245
579	0.01237078115
580	0.01236329617
581	0.01235240538
582	0.01233868481
583	0.0123295596
584	0.01230332248
585	0.0122874485
586	0.0122825333
587	0.01224437453
588	0.01223092926
589	0.01218847756
590	0.01218624256
591	0.01217013143
592	0.01216794416
593	0.01216630674
594	0.01214279633
595	0.01212487725
596	0.01210915323
597	0.01210755048
598	0.01206834298
599	0.01204218181
600	0.01203710771
601	0.01203543028
602	0.01202138284
603	0.01199115736
604	0.01198742034
605	0.01198574079
606	0.01196981199
607	0.01196048059
608	0.01193170165
609	0.01188341677
610	0.01185026082
611	0.01182493653
612	0.01179517572
613	0.01177554064
614	0.01174409755
615	0.01174058405
616	0.01171549971
617	0.011702708
618	0.01169063105
619	0.01166915741
620	0.01165508465
621	0.01164316418
622	0.0116385148
623	0.01161183868
624	0.01160143503
625	0.01159593393
626	0.01157866584
627	0.01155394012
628	0.01154269407
629	0.01153264918
630	0.01152869866
631	0.01152008242
632	0.01150693052
633	0.01150220028
634	0.0114716952
635	0.01145101225
636	0.01142890277
637	0.01140520497
638	0.01139830895
639	0.01139420944
640	0.01137168672
641	0.01136234302
642	0.01135084687
643	0.01133365062
644	0.01132143246
645	0.01132028134
646	0.01131680085
647	0.01130213537
648	0.01127905775
649	0.01126103833
650	0.01124792308
651	0.01123781542
652	0.01122226296
653	0.01120143555
654	0.01119345757
655	0.01116587722
656	0.01116097622
657	0.01115162901
658	0.0111501706
659	0.01114247264
660	0.01114025498
661	0.01112155176
662	0.01109465681
663	0.01108263924
664	0.01107361854
665	0.01105829874
666	0.01102519031
667	0.011021796
668	0.01100961843
669	0.01100442711
670	0.0110024854
671	0.01098206242
672	0.0109709621
673	0.01095998407
674	0.01094066949
675	0.0109348021
676	0.01091907522
677	0.01090745189
678	0.01090492196
679	0.01090309645
680	0.01089476686
681	0.01088526918
682	0.01087495902
683	0.01084970389
684	0.01084028799
685	0.01082032964
686	0.0108173941
687	0.01081316058
688	0.01080417533
689	0.01079980451
690	0.01078373356
691	0.01078259969
692	0.01078003176
693	0.01076745063
694	0.01075501892
695	0.01073365352
696	0.01072311419
697	0.01071661069
698	0.01071525864
699	0.01071243238
700	0.01070756401
701	0.01068740734
702	0.01068419496
703	0.01067073644
704	0.01066774002
705	0.01065265368
706	0.0106383888
707	0.01060566156
708	0.01054577795
709	0.01053361366
710	0.01051352151
711	0.01049230358
712	0.01047796337
713	0.01045900355
714	0.01045728024
715	0.01043302117
716	0.01040589752
717	0.01039325699
718	0.01038438378
719	0.01038281695
720	0.01036890899
721	0.01036760966
722	0.01036519053
723	0.01033814585
724	0.01032953062
725	0.01030841372
726	0.01028616262
727	0.01028310221
728	0.0102807789
729	0.01026390023
730	0.01026271675
731	0.01024677884
732	0.01023478636
733	0.01021822328
734	0.01021654877
735	0.01019362467
736	0.0101729935
737	0.01017118184
738	0.01015903012
739	0.01015577226
740	0.01013091359
741	0.0101127828
742	0.01011103631
743	0.01009780889
744	0.01008584655
745	0.01007900262
746	0.01006843156
747	0.01005719931
748	0.01005616345
749	0.01004900946
750	0.01003974683
751	0.01003763988
752	0.01001794237
753	0.01001146148
754	0.0100094674
755	0.009944668211
756	0.009942444266
757	0.00994068142
758	0.00993381833
759	0.009921948783
760	0.009906774393
761	0.009883424271
762	0.009882479004
763	0.009878673662
764	0.009872685771
765	0.009871065336
766	0.009869810024
767	0.009867817233
768	0.009848449671
769	0.009833103487
770	0.009832209848
771	0.009830973483
772	0.009820100397
773	0.009813978185
774	0.009813105514
775	0.009800251413
776	0.009776962484
777	0.009771807237
778	0.009763566831
779	0.009757675508
780	0.009746482455
781	0.009744765323
782	0.009728771256
783	0.009728080624
784	0.009719499147
785	0.009697835298
786	0.009696543843
787	0.009675321135
788	0.009655520344
789	0.009638301531
790	0.009626270255
791	0.009622393358
792	0.009621344776
793	0.009619739822
794	0.009612466784
795	0.009604511777
796	0.009593695035
797	0.009586488064
798	0.009585538429
799	0.009563826154
800	0.009559742328
801	0.009549650112
802	0.009548487115
803	0.009526891026
804	0.009518850684
805	0.009514487693
806	0.009497212683
807	0.009458413963
808	0.009457673632
809	0.009456463587
810	0.009444437644
811	0.009443539478
812	0.009442955767
813	0.009429909571
814	0.009424128976
815	0.009422381949
816	0.009411692205
817	0.009409179111
818	0.009406505067
819	0.009401685081
820	0.009389913203
821	0.009389072872
822	0.0093805218
823	0.009379711096
824	0.009366613649
825	0.009355472118
826	0.009341849166
827	0.009333087357
828	0.00932152764
829	0.009290722084
830	0.009289759408
831	0.009274987621
832	0.009266636506
833	0.009262104858
834	0.009259370459
835	0.009242804617
836	0.009227293255
837	0.009216772926
838	0.009216109192
839	0.009215470695
840	0.009214595529
841	0.009210235072
842	0.009191449109
843	0.009184618021
844	0.009179154636
845	0.009177841984
846	0.009153470945
847	0.009135855927
848	0.009116176983
849	0.009113352506
850	0.009112604523
851	0.009098780381
852	0.009086892766
853	0.009075101255
854	0.009074397046
855	0.009064039909
856	0.009056081296
857	0.009035472813
858	0.009025423154
859	0.009024613492
860	0.009010484842
861	0.009003298434
862	0.009002576143
863	0.009002037395
864	0.008999879317
865	0.008977051646
866	0.00895762555
867	0.008954595409
868	0.008951570961
869	0.008931243248
870	0.008910027292
871	0.008903442975
872	0.00889892853
873	0.00888973853
874	0.008882963919
875	0.008872189503
876	0.008871233169
877	0.00885291144
878	0.008852232903
879	0.008848953203
880	0.008848099899
881	0.008833046794
882	0.008830206884
883	0.008825989713
884	0.008824971431
885	0.008818439303
886	0.008803623573
887	0.008799398729
888	0.008777024892
889	0.008775949429
890	0.008772511873
891	0.008756643637
892	0.008751558734
893	0.008751102692
894	0.008749818026
895	0.008738940729
896	0.008729455775
897	0.008714948116
898	0.008711176284
899	0.008710722828
900	0.008706231338
901	0.008705811886
902	0.008703367589
903	0.0087021581
904	0.008697987692
905	0.008697274468
906	0.008683385116
907	0.008679844934
908	0.008671771584
909	0.008670895035
910	0.008644375325
911	0.008628063801
912	0.008620205342
913	0.008613340619
914	0.008601699488
915	0.008593430862
916	0.008591490632
917	0.00859053679
918	0.008573968396
919	0.00856131847
920	0.008560104373
921	0.008555345816
922	0.00854891479
923	0.008545205251
924	0.008537411577
925	0.008535501282
926	0.008533695949
927	0.008520469357
928	0.008519320474
929	0.008503219802
930	0.008483123795
931	0.008482740692
932	0.008473960217
933	0.00847343949
934	0.008472857363
935	0.008466670222
936	0.008445455837
937	0.008444683614
938	0.0084394833
939	0.008430394958
940	0.008420830335
941	0.008410854843
942	0.008408307193
943	0.008407200826
944	0.008395903136
945	0.00839406027
946	0.008385517919
947	0.008384944386
948	0.008383904827
949	0.008380845087
950	0.00837408214
951	0.008363539001
952	0.008360751772
953	0.008350568118
954	0.008350182924
955	0.008339690718
956	0.008339374927
957	0.008324936403
958	0.008312642897
959	0.008310681617
960	0.008305116333
961	0.008291239373
962	0.008285534023
963	0.008284915387
964	0.008284239625
965	0.008266648845
966	0.00825713753
967	0.008253533847
968	0.008250261122
969	0.008249643254
970	0.008248738383
971	0.008248326078
972	0.008248027833
973	0.008240840357
974	0.008240164381
975	0.008232036679
976	0.008214889198
977	0.008206948984
978	0.008201372307
979	0.008200569304
980	0.00818826396
981	0.008173902167
982	0.008172785245
983	0.00817250356
984	0.008165637266
985	0.008165080872
986	0.00815176162
987	0.008135521363
988	0.0081263129
989	0.008123335363
990	0.008117164201
991	0.008108968892
992	0.008108687979
993	0.008108288803
994	0.00810757211
995	0.008098212265
996	0.00809605954
997	0.008089437216
998	0.008088943686
999	0.00808567091
